job_title,company_name,sector,location,job_type,salary_range,experience_level,education_requirements,required_skills,responsibilities,years_experience,benefits,work_mode,posting_date,job_description_length,required_certifications,team_size,company_size,posting_platform,company_culture,visa_sponsorship,working_hours,language_requirements,travel_requirements,collaboration_tools,reporting_structure,learning_opportunities,stock_options,soft_skills,perks,job_id,via
Business Intelligence and Data Analytics Manager,InterEx Group,Financial Services,"New York, NY / Hybrid Working",Full-time,"$160,000 - $190,000 + Bonus + Benefits",,No degree mentioned,"Data Management, Business Intelligence, Data Analysis, Team Leadership, Project Management, Data Governance, Power BI, TSQL, ETL, SQL, Tableau, Agile Methodologies",Lead a team of data analysts to optimize data processes and derive actionable insights,,"['Health Care: Comprehensive medical, dental, and vision plans', 'Retirement Plan: Options including 401k and IRA', 'Life Insurance: Coverage includes basic, voluntary, and AD&D', 'Paid Time Off: Generous vacation, sick leave, and public holiday allowances', 'Family Leave: Maternity and paternity leave benefits', 'Disability Insurance: Short-term and long-term disability coverage', 'Professional Development: Opportunities for training and skill enhancement', 'Work Environment: Hybrid working model with flexibility', 'Office Perks: Free food and snacks in the office']",Hybrid,19 days ago,Long,,,,LinkedIn,,,,,,,,,,,,eyJqb2JfdGl0bGUiOiJCdXNpbmVzcyBJbnRlbGxpZ2VuY2UgYW5kIERhdGEgQW5hbHl0aWNzIE1hbmFnZXIiLCJjb21wYW55X25hbWUiOiJJbnRlckV4IEdyb3VwIiwiYWRkcmVzc19jaXR5IjoiVW5pdGVkIFN0YXRlcyIsImh0aWRvY2lkIjoiTTcyeU1iT3Nkc3NNVm1xTEFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSU5WVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiJ9,
Director Business Intelligence & Strategic Analytics,Forsyth Barnes,Retail,"Cleveland, Ohio",Full-time,"$170,000-190,000 + Bonus & Benefits",6+ years of professional experience,No degree mentioned,"Data visualization tools such as PowerBi, Tableau, or Microstrategy","Supporting departments with Business Intelligence Reporting, Insight Generation, and test & learn platform",2+ years managing a team of 2 direct reports or more,"Salary: $170,000-190,000 + Bonus & Benefits",,5 days ago,Detailed,,Not specified,,Forsyth Barnes,,,,,,,,,,,,eyJqb2JfdGl0bGUiOiJEaXJlY3RvciBCdXNpbmVzcyBJbnRlbGxpZ2VuY2UgXHUwMDI2IFN0cmF0ZWdpYyBBbmFseXRpY3MiLCJjb21wYW55X25hbWUiOiJGb3JzeXRoIEJhcm5lcyIsImFkZHJlc3NfY2l0eSI6IlVuaXRlZCBTdGF0ZXMiLCJodGlkb2NpZCI6IlBjQlFWamI3MkI0aXljalZBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lOVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,
"Marketing Analytics Manager, Platforms and Ecosystems Marketing",Google,Marketing,United States,Full-time,"$105,000-$154,000 + bonus + equity + benefits",3 years,"Bachelor’s degree in a quantitative field, business field, or equivalent practical experience","Data analytics, SQL, R, statistical programming languages","Manage marketing analytics for products within Google Platforms and Ecosystems, develop methodologies, identify metrics for success, work with internal stakeholders, guide impactful decisions",3 years,"Health insurance, bonus, equity",On-site,,Long,,,,Sams Social Media Club,,,,English proficiency,,,,,,,,eyJqb2JfdGl0bGUiOiJNYXJrZXRpbmcgQW5hbHl0aWNzIE1hbmFnZXIsIFBsYXRmb3JtcyBhbmQgRWNvc3lzdGVtcyBNYXJrZXRpbmciLCJjb21wYW55X25hbWUiOiJHb29nbGUiLCJhZGRyZXNzX2NpdHkiOiJVbml0ZWQgU3RhdGVzIiwiaHRpZG9jaWQiOiJJRkdTNGxaeTdlRWtnQjZjQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJTlZXNXBkR1ZrSUZOMFlYUmxjdyIsImdsIjoidXMiLCJobCI6ImVuIn0=,
Marketing & Web Analytics Manager,Abilene Christian University,Communications/ Marketing/ Public Relations,Remote,Full-time,,5+ years,"Bachelor’s degree in Business, Marketing, Computer Science, Data Analytics, or Data Science. Master’s degree or MBA preferred but not required.","Website analytics, marketing performance analysis, GA4, Google Tag Manager, data integration, spreadsheets, communication, problem-solving","Set up, maintain, and optimize website analytics, marketing performance dashboards, transform data into insights, GA4 setup & configuration, conversion tracking, tag management, data integration, data privacy compliance, audience segmentation, reporting & analysis, data presentation",5+ years,Exempt Full-Time,Work from home,"August 28, 2024",Long,,,,Indeed,,,,,Occasional travel to ACU locations and buildings,,,Continuous learning and staying ahead of industry trends,,"Teamwork, attention to detail, proactive mindset",,eyJqb2JfdGl0bGUiOiJNYXJrZXRpbmcgXHUwMDI2IFdlYiBBbmFseXRpY3MgTWFuYWdlciIsImNvbXBhbnlfbmFtZSI6IkFiaWxlbmUgQ2hyaXN0aWFuIFVuaXZlcnNpdHkiLCJhZGRyZXNzX2NpdHkiOiJVbml0ZWQgU3RhdGVzIiwiaHRpZG9jaWQiOiJ1cmdaQlZVT1EwcUJSZ0N3QUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJTlZXNXBkR1ZrSUZOMFlYUmxjdyIsImdsIjoidXMiLCJobCI6ImVuIn0=,
"Operations Research Analyst, Junior",Booz Allen Hamilton,Operations Research,United States,Full-time,"$51,600.00 to $106,000.00 (annualized USD)",Junior,"Bachelor’s degree in Operations Research, Applied Mathematics, Statistics, CS, Industrial Engineering, or Data Science","Data analysis, Python, R, Java, analytics, collaboration","Conduct data analysis, develop recommendations, work with stakeholders, prepare visualizations",,"Health insurance, life insurance, disability, financial benefits, retirement benefits, paid leave, professional development, tuition assistance, work-life programs, dependent care",Remote or onsite,11 days ago,Long,Secret clearance,,,Workday,People-first culture prioritizing flexibility and collaboration,,,,,,,"Professional development, tuition assistance",,"Effective collaboration, fast-paced environment",Recognition awards program,eyJqb2JfdGl0bGUiOiJPcGVyYXRpb25zIFJlc2VhcmNoIEFuYWx5c3QsIEp1bmlvciIsImNvbXBhbnlfbmFtZSI6IjYzMSBCb296IEFsbGVuIEhhbWlsdG9uX1VuaXRlZCBTdGF0ZXMiLCJhZGRyZXNzX2NpdHkiOiJVbml0ZWQgU3RhdGVzIiwiaHRpZG9jaWQiOiIzMDQ5blJTWlBsT1c2LVpUQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJTlZXNXBkR1ZrSUZOMFlYUmxjdyIsImdsIjoidXMiLCJobCI6ImVuIn0=,
OPERATIONS RESEARCH ANALYST,U.S. Department of the Navy,,United States,Full-time,"99,200-153,354 a year",GS-12 and GS-13,Degree in operations research or related field,"Modeling and simulation, analysis, structured modeling approaches, research, project management","Perform assigned duties, analyze results, formulate recommendations, support project execution, travel to various locations",At least 1 year at GS-12 or GS-13 level,,,10 days ago,Long,Top Secret/SCI security clearance,,,Talentify,,,May require overtime,,Limited travel to various locations,,,,,,,eyJqb2JfdGl0bGUiOiJPUEVSQVRJT05TIFJFU0VBUkNIIEFOQUxZU1QiLCJjb21wYW55X25hbWUiOiJVLlMuIERlcGFydG1lbnQgb2YgdGhlIE5hdnkiLCJhZGRyZXNzX2NpdHkiOiJVbml0ZWQgU3RhdGVzIiwiaHRpZG9jaWQiOiJISHEtaXFpdlREUHEwSXRVQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJTlZXNXBkR1ZrSUZOMFlYUmxjdyIsImdsIjoidXMiLCJobCI6ImVuIn0=,
Operations Research Analyst,United States Space Command,Defense,"Colorado Springs, CO",Full-time,"$89,128.00 - $137,784.00 per year",Experienced,Degree in operations research or related field,"Analytical abilities, modeling & simulation, operations research techniques","Performing studies and analyses, developing models, providing technical guidance, attending meetings, maintaining technical proficiency",At least 1 year at the next lower grade level,"Health, dental, vision insurance, paid time off, retirement plan, tuition reimbursement, relocation assistance",In person,9 days ago,Long,Top Secret/Sensitive Compartmented Information (TS/SCI) Security Clearance,,,Indeed,,,"8-hour shift, Monday to Friday",,Occasional,,,"Professional development, training programs",,"Communication, problem-solving","Flexible schedule, parental leave",eyJqb2JfdGl0bGUiOiJPcGVyYXRpb25zIFJlc2VhcmNoIEFuYWx5c3QiLCJjb21wYW55X25hbWUiOiJVbml0ZWQgU3RhdGVzIFNwYWNlIENvbW1hbmQiLCJhZGRyZXNzX2NpdHkiOiJDb2xvcmFkbyBTcHJpbmdzLCBDTyIsImh0aWRvY2lkIjoiUTVOV19kSHdNYld5ZEhfU0FBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSU5WVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiJ9,
Senior Operations Research Analyst - Clearance Required,Logistics Management Institute,Consulting,United States,Full-time,,Senior,"BS degree in Operations Research, Computer Science, Mathematics, Statistics, or Engineering related discipline","Logistics operations research, mathematical and statistical methods, MS Office Suite","Logistics, supply chain, and weapon systems analysis, maintenance planning, support projects for system support via supply chains",10+ years in DoD logistics and supply chain management,"Generous compensation package, health insurance, business casual dress, flex time, tuition reimbursement",Hybrid,,1447,"Active security clearance, US citizenship",,,LMI - ICIMS,"Dedicated to improving the business of government, free of commercial and political bias",,,,Occasional travel may be required,,,,,"Superior communication skills, ability to interact with senior executives, create cooperative work environment",,eyJqb2JfdGl0bGUiOiJTZW5pb3IgT3BlcmF0aW9ucyBSZXNlYXJjaCBBbmFseXN0IC0gQ2xlYXJhbmNlIFJlcXVpcmVkIiwiY29tcGFueV9uYW1lIjoiTG9naXN0aWNzIE1hbmFnZW1lbnQgSW5zdGl0dXRlIiwiYWRkcmVzc19jaXR5IjoiVW5pdGVkIFN0YXRlcyIsImh0aWRvY2lkIjoiaklTM3VPaExHT2ZUd3FtRUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSU5WVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiJ9,
OPERATIONS RESEARCH ANALYST,Air Force Inspection Agency (FO),Government,"Kirtland, NM",Full-time,"$104,498 - $135,851 a year",Experienced,Bachelor's degree in operations research or related field,"Analytical skills, statistical analysis, project coordination","Conduct advanced analysis, coordinate projects, develop models and simulations",At least 1 year at GS-12 level or equivalent,,On-site,16 days ago,Long,,,,ZipRecruiter,,,,,,,,,,,,eyJqb2JfdGl0bGUiOiJPUEVSQVRJT05TIFJFU0VBUkNIIEFOQUxZU1QiLCJjb21wYW55X25hbWUiOiJBaXIgRm9yY2UgSW5zcGVjdGlvbiBBZ2VuY3kgKEZPKSIsImFkZHJlc3NfY2l0eSI6IktpcnRsYW5kLCBOTSIsImh0aWRvY2lkIjoianBZMi1iWFFUYnFma3JyMUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSU5WVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiJ9,
Operations Research Analyst,Booz Allen Hamilton,Consulting,United States,Full-time,"$84,600.00 to $193,000.00 (annualized USD)",Senior,"Bachelor's degree in Operations Research, Computer Science, Cybersecurity, Computer Engineering, Mathematics, Business, or Engineering","Operations Research, Joint Planning Process, Data Analysis, Risk Analysis, Simulation Modeling","Support client in wargames, experimentation, and modeling efforts; Develop data analysis products; Address data assessment strategies",10+ years,"Health insurance, life insurance, disability, financial and retirement benefits, paid leave, professional development, tuition assistance, work-life programs, dependent care",Hybrid,8 days ago,Long,Active TS/SCI clearance,,,Workday,People-first culture prioritizing flexibility and collaboration,,,,,,,"Professional development, tuition assistance",,,"Recognition awards program, total well-being support",eyJqb2JfdGl0bGUiOiJPcGVyYXRpb25zIFJlc2VhcmNoIEFuYWx5c3QiLCJjb21wYW55X25hbWUiOiI2MzEgQm9veiBBbGxlbiBIYW1pbHRvbl9Vbml0ZWQgU3RhdGVzIiwiYWRkcmVzc19jaXR5IjoiVW5pdGVkIFN0YXRlcyIsImh0aWRvY2lkIjoiVFhzaTJCbDVFdU5Ib0sxZ0FBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSU5WVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiJ9,
Operations Research Systems Analyst (ORSA),"CACI, INC.-FEDERAL",Science,United States,Full-time,"$85,800 - $180,200",Two years of experience conducting Operations Research or Data Analytics,Bachelor's degree in a technical field,"Mathematics, statistics, SAS, R, Python, ArcGIS, Palantir","Provide operations analysis support, analyze data from diverse intelligence disciplines, support decision-making analytical products, provide predictive analysis, manage and analyze large quantities of data",2,"Autonomy, flexible time off, learning resources, competitive compensation, healthcare, wellness, financial support, retirement benefits",Full-time,2 days ago,Long,Current Top Secret/Specialized Compartmented Information Security Clearance,,,Workday,Culture of integrity,,,,"10% travel, CONUS/OCONUS rotation",,,Robust learning resources,,,,eyJqb2JfdGl0bGUiOiJPcGVyYXRpb25zIFJlc2VhcmNoIFN5c3RlbXMgQW5hbHlzdCAoT1JTQSkiLCJjb21wYW55X25hbWUiOiIwMiBDQUNJLCBJTkMuLUZFREVSQUwiLCJhZGRyZXNzX2NpdHkiOiJVbml0ZWQgU3RhdGVzIiwiaHRpZG9jaWQiOiJpQkg3WWtLamE4X0F1ekVZQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJTlZXNXBkR1ZrSUZOMFlYUmxjdyIsImdsIjoidXMiLCJobCI6ImVuIn0=,
Operations Research Systems Analyst - Open Rank (Mid-Senior Level),Georgia Tech Research Institute,Research and Development,"Colorado Springs, CO",Full-time,"$144,450 - $219,800",Mid-Senior Level,"BS, MS or Ph.D. in relevant disciplines","Analytical skills, Systems engineering, Decision-making, Communication","Participating in research, managing projects, providing subject matter expertise, developing decision support tools, mentoring, presenting technical work","9+ years with Bachelor's, 7+ years with Master's, 4+ years with Ph.D.","Health insurance, Retirement plans, Tuition reimbursement, Time off, Professional development",Onsite,8 days ago,Long,DoD Top Secret/SCI Security Clearance,,,LinkedIn,"Inclusive innovation, technological research, public service",,,,10% - 25%,,,Available,,,,eyJqb2JfdGl0bGUiOiJPcGVyYXRpb25zIFJlc2VhcmNoIFN5c3RlbXMgQW5hbHlzdCAtIE9wZW4gUmFuayAoTWlkLVNlbmlvciBMZXZlbCktQUNMLUNvbG9yYWRvIFNwcmluZ3MsIENPLU9uc2l0ZSIsImNvbXBhbnlfbmFtZSI6Ikdlb3JnaWEgVGVjaCBSZXNlYXJjaCBJbnN0aXR1dGUiLCJhZGRyZXNzX2NpdHkiOiJDb2xvcmFkbyBTcHJpbmdzLCBDTyIsImh0aWRvY2lkIjoiUUNsMWVhVlE2azA4RkR4eUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSU5WVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiJ9,
Senior Operations Research Analyst,The MITRE Corporation,Operations Research,"Colorado Springs, CO",Full-time,"$115,000 - $144,000 - $173,000 Annual",Mid-Senior level,"Degree in Operations Research, Mathematics, Industrial Engineering, or related field","Operations research, statistics, data analytics, mathematical modeling, optimization, programming languages (e.g., RStudio, MATLAB, Python, Java), simulation and business intelligence platforms (e.g., Gurobi, CPLEX, Stella, Tableau)","Apply advanced analytical and mathematical techniques, present results, work independently or in a team, mentor junior staff, shape and lead projects","Minimum 5 years with Bachelor's degree, 3 years with Master's, or PhD with relevant experience","Competitive benefits, professional development opportunities",Hybrid,,Long,Secret security clearance,Over 60 operations research professionals,,MITRE Jobs,"Diverse, inclusive, innovative, collaborative",,,,,,,Available,,"Adaptability, technical leadership",,eyJqb2JfdGl0bGUiOiJTZW5pb3IgT3BlcmF0aW9ucyBSZXNlYXJjaCBBbmFseXN0IiwiY29tcGFueV9uYW1lIjoiVGhlIE1JVFJFIENvcnBvcmF0aW9uIiwiYWRkcmVzc19jaXR5IjoiQ29sb3JhZG8gU3ByaW5ncywgQ08iLCJodGlkb2NpZCI6Ik5oSGtBVVVSMzBfWkwzVjlBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lOVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,
Operations Research Analyst Level I,Axient LLC,Operations Research,United States,Full-time,,Under five (5) years,"Bachelor's degree in operations research, mathematics, engineering, or related field",,"The job responsibilities include applying game theoretic and design methods, conducting analysis related to Air Force Strategy, Planning and Programming, leading quantitative and qualitative analysis, and developing decision support software.",Under five (5) years,,,,Long,TOP SECRET clearance with SCI eligibility,,,Salary.com,,,,,,,,,,,,eyJqb2JfdGl0bGUiOiJPcGVyYXRpb25zIFJlc2VhcmNoIEFuYWx5c3QgTGV2ZWwgSSIsImNvbXBhbnlfbmFtZSI6IkF4aWVudCBMTEMiLCJhZGRyZXNzX2NpdHkiOiJVbml0ZWQgU3RhdGVzIiwiaHRpZG9jaWQiOiJvckxkVlVGR1poRnRBRklhQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJTlZXNXBkR1ZrSUZOMFlYUmxjdyIsImdsIjoidXMiLCJobCI6ImVuIn0=,
MRT- Operations Research Analyst,Three Wire Systems,,"Fort Carson, CO",Full-time,,,"At a minimum, a bachelor’s degree in operations research; or a degree with at least 24 semester hours in a combination of operations research, mathematics, probability, statistics, mathematical logic, science, or subject-matter courses requiring substantial competence in college-level mathematics or statistics","Proficiency in statistics and statistical analysis packages software such as SPSS, R, SAS, and DOD Approved survey administration software (such as Qualtrics)","['The Operations Research Analyst, working at the DPRR HQ supports program data analytics', 'Create and analyze pre and post event surveys', 'Create and deliver out briefs of survey data, summarizing data and thematically chunking open-ended comment data', 'Collect and analyze program data providing analytical insights that can assist stakeholders in making data supported decisions', 'Provides professional customer service by determining client needs and solving problems', 'Performs other responsibilities as required and supports contract work performance requirements', 'Supervising Others: No', 'Travel: Up to 25%', 'Contributes to achievement of the Mission and Vision of our organization', 'Adapting to Change-Responds to change with a positive attitude and a willingness to learn new ways to accomplish work activities and objectives', 'Continuous Improvement-Acts to constantly improve the level of clinical and non-clinical outcomes and level of customer satisfaction in both individual and teamwork processes', 'Client Centered Focus-Demonstrates concern for meeting or exceeding customer’s expectations/requirements in a manner that allows the client to guide rehabilitation process towards the achievement of their goal(s) and which provides satisfaction for the customer', 'Teamwork-Accomplishes tasks through working effectively with others and appreciating the value, contributions, and commitment of every team member', 'Physical Demands: works in office areas, sits, stands, bends, lifts and moves intermittently during working hours', 'Uses personal computer, telephones, copiers, printers, and other office equipment']",,['Work Environment: Remote'],Remote,,,Applicants must successfully undergo a National Agency Check with Inquiries (NACI) Tier 1 background investigation,,,Indeed,,,,,Up to 25%,,,,,Superb verbal and written communication skills,,eyJqb2JfdGl0bGUiOiJNUlQtIE9wZXJhdGlvbnMgUmVzZWFyY2ggQW5hbHlzdCIsImNvbXBhbnlfbmFtZSI6IlRocmVlIFdpcmUgU3lzdGVtcyIsImFkZHJlc3NfY2l0eSI6IkZvcnQgQ2Fyc29uLCBDTyIsImh0aWRvY2lkIjoiMnU5Y1hac1htXzFpVVNtNUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSU5WVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiJ9,
Operations/Research Analyst (Senior),Amentum,Defense,United States,Full-time,"$160,000 - $173,000",Senior,"Operations Research, Mathematics, Computer Science, Cost Accounting or related scientific or technical discipline","Operations Research, Mathematics, Computer Science, Cost Accounting, Technical expertise","Provide support services to U.S. Army Program Executive Office Intelligence, Electronic Warfare and Sensors, conduct analysis projects, manage and direct analyses of management problems, provide scientific solutions, and more",Minimum of 10 years,"Salary range based on education, experience, and skills",,5 days ago,Long,Active Secret Clearance,,,Adzuna,,,,,,,,,,,,eyJqb2JfdGl0bGUiOiJPcGVyYXRpb25zL1Jlc2VhcmNoIEFuYWx5c3QgKFNlbmlvcikiLCJjb21wYW55X25hbWUiOiJBbWVudHVtIiwiYWRkcmVzc19jaXR5IjoiVW5pdGVkIFN0YXRlcyIsImh0aWRvY2lkIjoiUmUtRmdtcURnVjVBNEd2bUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSU5WVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiJ9,
"Operations Research Analyst, Senior",Booz Allen Hamilton,Operations Research,United States,Full-time,"$67,700.00 to $154,000.00 (annualized USD)",7+ years of experience in the Military,"Master’s degree in Operations Research, Data Science, Applied Mathematics, Statistics, Analytics, or Industrial Engineering","Analytical methodologies, statistics, optimization, machine learning, predictive analytics, R, Python","Analyze, report, develop recommendations, lead teams, evaluate data assessment strategies, apply techniques, conduct research, prepare graphs and charts, analyze and interpret data, develop program briefs, documentation, and presentations",7+ years,"Health, life, disability, financial, and retirement benefits, paid leave, professional development, tuition assistance, work-life programs, dependent care, recognition awards program",Hybrid,This posting will close within 90 days from the Posting Date,Long,Secret clearance,,,Workday,People-first culture prioritizes flexibility and collaboration,,,,,,,,,,,eyJqb2JfdGl0bGUiOiJPcGVyYXRpb25zIFJlc2VhcmNoIEFuYWx5c3QsIFNlbmlvciIsImNvbXBhbnlfbmFtZSI6IjYzMSBCb296IEFsbGVuIEhhbWlsdG9uX1VuaXRlZCBTdGF0ZXMiLCJhZGRyZXNzX2NpdHkiOiJVbml0ZWQgU3RhdGVzIiwiaHRpZG9jaWQiOiJpbDFNcmVsR0NySWl4bFdLQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJTlZXNXBkR1ZrSUZOMFlYUmxjdyIsImdsIjoidXMiLCJobCI6ImVuIn0=,
